c_custkey,c_name,revenue,c_acctbal,n_name,c_address,c_phone,c_comment
126809,"Customer#000126809",29875.76,9275.85,"RUSSIA","AthBA5BGOAkQrYBQz","32-948-312-6684","lets about the quickly regular ideas sublate carefully around the regular dinos. slyly e"
147967,"Customer#000147967",28799.70,-937.77,"VIETNAM","vULk8o64Q4Xby7bM9EyCHL2","31-270-364-7174","wake blithely. ironic theodolites use slyly after the "
143413,"Customer#000143413",28797.81,9795.07,"UNITED STATES","34A Qsq91p6vXeXDl7JTtH,8","34-834-436-2569","s. even platelets sleep about the s"
129080,"Customer#000129080",27699.17,2976.80,"UNITED KINGDOM","mggcFGkO0Txk","33-162-776-6289","fully silent instructions boost careful"
123784,"Customer#000123784",27313.75,5221.75,"SAUDI ARABIA","qHImx,wCUjCy3T,x","30-689-999-7076","s cajole regular excuses. furiously regular asymptotes"
122363,"Customer#000122363",27305.44,3562.04,"VIETNAM","Ziw2uPeiKzqXHsmCVEubJDqhvB1TEm2aCSerJU","31-197-899-8749","instructions affix quickly. blithely express excuses"
149503,"Customer#000149503",27117.80,3339.25,"UNITED KINGDOM","yIVjhEo7v5E","33-892-379-5000"," requests maintain. blithely regular deposits haggle carefully excuses. patterns wake caref"
143146,"Customer#000143146",27034.60,3333.84,"SAUDI ARABIA","eQU5V7w4m ylbTv","30-271-507-8942","ickly idle ideas grow furiously close pinto beans. special deposits sleep a"
139238,"Customer#000139238",26979.40,5278.38,"SAUDI ARABIA","TQzwIdvo 1ybBqUe0uwSP79CKM3wcgOmW","30-893-656-6161","ckly close asymptotes cajole slyly after the furiously regular foxes. express instr"
132529,"Customer#000132529",26502.19,877.32,"RUSSIA"," tsdQP2nIt2swZNwRwTX778Wsk","32-570-946-6196","latelets need to haggle by the silent packages. dep"
147907,"Customer#000147907",26331.88,7612.05,"UNITED STATES","k6 vdh3N0syrRnh4u","34-790-452-9146","s maintain. express, unusual accounts affix according to the slyly ironic re"
145564,"Customer#000145564",26243.18,7652.19,"UNITED KINGDOM","FEeZHhFqU94 d85FtSxKPucHBuNH1w","33-415-168-8356","ut the platelets. slyly even requests cajole furiously blithely ironic dep"
144143,"Customer#000144143",24822.29,9285.58,"RUSSIA","ypPoOziqDV1nVfampLBoiccKE","32-273-963-2823","o beans boost regular forges. slyly unusual pinto beans are except the ideas. blithely regular instructions "
136246,"Customer#000136246",23206.58,7322.66,"VIETNAM","0tGbxvD902","31-923-842-8216","structions eat after the slyly silent foxes. express dolp"
120292,"Customer#000120292",21241.42,2074.07,"UNITED KINGDOM","Ndygr6Vf9jE","33-444-729-6225","instructions. busy, special theodolites are c"
143545,"Customer#000143545",20808.54,5913.30,"UNITED KINGDOM"," 3oy5ICbr60xz8cBsIBqsNJDGjIZ","33-665-396-9243","ar accounts. quickly silent ideas haggle slyly across the final pinto b"
148054,"Customer#000148054",20773.12,2640.36,"UNITED STATES","XTJOtreEuXX98sjRcB","34-452-110-4199","he furiously close asymptotes; bold foxes print carefully final"
134944,"Customer#000134944",20414.22,4931.64,"RUSSIA","mEjo0AaafKaovRQil0FTCniYuGWNyLwUjI","32-166-854-9047","ckages about the carefully regular ideas haggle across the care"
137380,"Customer#000137380",20141.56,1719.60,"VIETNAM","0YFXCFpTOIi,owjHPg2vcbWfb6gQX2qq","31-348-952-3665","kly against the ironic, final pinto beans. regularly ironic foxes sleep furiously alongside of "
123260,"Customer#000123260",20085.98,9707.68,"SAUDI ARABIA","eTkpq5kPUL5e4pva0czK3tV 1","30-537-458-4148","furiously furiously bold requests. foxes play along the furiously bold depen"
120350,"Customer#000120350",19253.59,6411.15,"RUSSIA","QH0AP SUqzkkIiJ DJVNO","32-477-309-5143"," use. deposits above the blithely even requests wake across the blithely even packages. brave"
139901,"Customer#000139901",18691.82,4057.84,"UNITED STATES","maPu06l6ksthcayamTsybs,geGBY3gS3QB0u","34-791-373-1402","refully. fluffily regular deposits play. final, pending platelets are up the q"
137482,"Customer#000137482",18030.89,8480.61,"RUSSIA","Apg4TiOHJAN2cSaaDFW","32-104-715-7826","riously. carefully regular packages wake a"
148586,"Customer#000148586",17759.66,5728.15,"UNITED STATES","c,jC 9LQMfgA","34-543-365-8511","ss the furiously silent accounts sleep quickly along the even foxe"
125911,"Customer#000125911",17562.00,7020.63,"UNITED STATES","taZa2Q6Eaf7 ZLObh","34-859-266-4012","accounts wake carefully along the ideas."
126973,"Customer#000126973",16443.84,3396.95,"RUSSIA","bdiURJIZrYN5","32-457-804-9524","olites sleep slyly along the final, ironic requests. "
146584,"Customer#000146584",16339.95,7967.20,"RUSSIA","39dpuAF,9IUO5JrkOXS fe40xz5QkoX","32-631-155-3988",", bold deposits. slyly slow requests after the slyly pending requests are carefully carefully final"
141748,"Customer#000141748",16331.54,2017.75,"UNITED KINGDOM","HwH5FSlWGYNpEHqE9JH2e","33-965-806-6462"," the final dependencies. quietly bold dependencies nag slyly ironic ideas. ironic dependencies nag"
143926,"Customer#000143926",15002.62,6035.30,"RUSSIA","qwRti8GPktLVC","32-933-602-4796","uriously final packages. furiously ironic foxes use blithely."
129928,"Customer#000129928",14681.87,5640.13,"SAUDI ARABIA","xtBULQyezB6or0IpA","30-902-245-4292","y carefully regular instructions. never special pin"
123019,"Customer#000123019",12929.14,6707.50,"SAUDI ARABIA","sgTHn6jxEaVrpCtwiH8l UHBtom,ouGOb","30-129-643-5017","fy pinto beans. carefully silent deposits cajole slyly even accounts. "
143404,"Customer#000143404",12023.21,7595.38,"UNITED KINGDOM","oOILjT8dcuuxienlRfyEqj1LwKgeBylFbGzpOl3","33-141-140-9484","g instructions. blithely bold theodolites boost slyly. quickly unusual instructions sleep "
131744,"Customer#000131744",11571.46,9345.95,"VIETNAM","fzbxNcpfwC","31-304-804-3509","uests. ironic, pending packages are blithely against the blithely ironic accounts. slyly "
145808,"Customer#000145808",11412.94,-211.30,"UNITED KINGDOM","rQcfchrvOGDwJ1vK TsZbHPcjwtTw","33-197-512-5612","sits haggle furiously express theodolites; blithely bold pac"
125963,"Customer#000125963",11239.87,6852.82,"UNITED KINGDOM","dnPWg4OQOcr","33-788-702-9438","ffily unusual ideas thrash blithely above the special packages. pending dependencies cajole slyly "
139987,"Customer#000139987",11188.71,7199.79,"VIETNAM","cZEKZLZ9SktjVtwH","31-506-603-3537","iously along the permanently unusual excuses. slyly ironic theodolites"
123931,"Customer#000123931",10435.72,5180.43,"RUSSIA","3d ndFzq CbQ6VbRLO","32-103-233-1716","ily theodolites. sly accounts above the furiously pending pearls cajole ca"
145096,"Customer#000145096",9975.19,4336.56,"UNITED STATES","LR,2gTk1f3u1fAtoz7ctVDnjpY7R","34-500-286-6735",". carefully express requests around the idly regular ideas wake cl"
135623,"Customer#000135623",8900.26,6068.65,"VIETNAM","k2xzgzIyTupZAzi1Vx91no6CIjqBXRIt1b m","31-859-388-1316","ular dolphins cajole fluffily. regular, regular d"
129100,"Customer#000129100",7944.15,5386.72,"SAUDI ARABIA","TnT8B5Z4cBOq7IIgubSyGXMA","30-642-918-9054","ording to the even requests. blithely even pinto beans according to "
138953,"Customer#000138953",7490.06,1833.79,"UNITED KINGDOM","KkQ9vYWkiffHaTlK0A,gViwgDm92h6FR","33-827-179-2413","ounts-- final accounts sleep furiously fluffily regular pinto beans. "
133657,"Customer#000133657",6558.78,4807.71,"VIETNAM","LJQ,X6U7SwNmxUGXSyBeW4cgH9RtjfB","31-922-996-4389","beans x-ray slyly after the unusual instructions."
137948,"Customer#000137948",5219.93,1699.79,"UNITED KINGDOM","BKFMvLuQfHrzrANXGNB","33-951-240-8284","pending ideas. carefully regular platelets sleep. slyly bold asymptotes detect unusual deposits"
134414,"Customer#000134414",5157.59,2740.93,"VIETNAM","hrIslMNftB","31-998-819-1147","pecial packages engage slyly unusual pinto beans. furiou"
132910,"Customer#000132910",4584.50,7990.31,"UNITED KINGDOM","t8p9jnoSB719qpKz3QvU0fRAlIJp56jMOCP","33-209-852-4006","accounts. slyly silent pinto beans haggle evenly permanent packages. slyly daring pin"
122414,"Customer#000122414",2950.04,8604.05,"UNITED KINGDOM","W5EVJCyfYEg,6XhYw8f0nL356cMetqjUlhN","33-370-910-8281","ns haggle quickly. foxes across the"
133352,"Customer#000133352",2514.04,6629.24,"RUSSIA","l9WPd ,ao5GeTJe8pjL","32-410-447-8672","tly pending asymptotes use blithely against the furiously final instructions. re"
148709,"Customer#000148709",1209.04,3424.71,"VIETNAM","M8dc,dVTduDBWrhzKo1ZZ8H8ukcB,WGcE6VPw","31-370-701-5054","to the express ideas. blithely ironic deposits after the ironic, expres"
126217,"Customer#000126217",1035.19,2860.84,"UNITED STATES","Qj3V2Z5aWqrdynAxOKo7ZF,","34-685-838-8281","hinly express foxes. regular accounts are evenly regular packages. quickly express"
